time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-27T17:06:43.990Z,17.9705,-66.8535,17,3.02,md,20,166,0.0261,0.19,pr,pr2021331006,2021-11-29T10:11:19.276Z,"3 km ESE of Maria Antonia, Puerto Rico",earthquake,0.48,0.36,0.17,12,reviewed,pr,pr
2021-11-27T17:03:28.990Z,18.8471,-68.2695,101,3.27,md,7,198,1.4325,0.49,pr,pr2021331005,2021-11-27T17:21:43.477Z,"32 km NNE of Punta Cana, Dominican Republic",earthquake,6.62,5.18,0.03,3,reviewed,pr,pr
2021-11-27T16:01:11.280Z,19.1605,-155.5046667,37.25,2.93,ml,56,114,,0.12,hv,hv72813692,2021-11-30T00:17:49.545Z,"5 km SSW of P?hala, Hawaii",earthquake,0.47,0.55,0.145836308,37,reviewed,hv,hv
2021-11-27T15:35:34.011Z,28.48480225,-100.2976792,4.13285319,3.2,ml,10,81,0.017621678,0.3,tx,tx2021xgcw,2021-11-27T16:27:36.040Z,"3 km SSE of El Indio, Texas",earthquake,2.815857387,1.547696099,0.2,6,reviewed,tx,tx
2021-11-27T14:12:30.130Z,34.2285,-116.7508333,7.6,2.57,ml,87,39,0.1351,0.12,ci,ci39871631,2021-12-01T14:55:53.353Z,"9km ESE of Big Bear City, CA",earthquake,0.1,0.39,0.2,24,reviewed,ci,ci
2021-11-27T13:25:10.080Z,19.1183,-66.372,28,3.48,md,18,259,0.6603,0.24,pr,pr2021331004,2021-11-27T14:42:22.429Z,"72 km N of Brenas, Puerto Rico",earthquake,0.95,8.62,0.09,14,reviewed,pr,pr
2021-11-27T13:01:53.193Z,62.7805,-150.4612,90.4,2.8,ml,,,,0.58,ak,ak021f7mmu2v,2021-11-27T14:46:11.040Z,"35 km NNE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-11-27T11:10:30.220Z,17.8631,-66.8935,14,3.29,md,25,219,0.1129,0.16,pr,pr2021331002,2021-11-27T12:17:05.278Z,"12 km S of Guánica, Puerto Rico",earthquake,0.64,0.98,0.12,20,reviewed,pr,pr
2021-11-27T11:03:45.070Z,17.8341,-66.8511,8,2.76,md,14,257,0.1438,0.11,pr,pr2021331003,2021-11-27T12:20:45.534Z,"16 km SSE of Guánica, Puerto Rico",earthquake,0.65,1.46,0.04,7,reviewed,pr,pr
2021-11-27T11:00:06.940Z,41.1008333,-125.297,24.71,3.24,ml,42,251,0.9295,0.2,nc,nc73658620,2021-12-01T03:40:10.023Z,"97km W of Trinidad, CA",earthquake,1.39,14.53,0.209,20,reviewed,nc,nc
2021-11-27T10:30:34.080Z,17.9625,-66.7875,18,2.6,md,13,166,0.0926,0.09,pr,pr2021331001,2021-11-27T10:49:20.222Z,"4 km SE of Indios, Puerto Rico",earthquake,0.42,0.7,0.14,6,reviewed,pr,pr
2021-11-27T10:11:19.188Z,-59.4627,-25.7274,41.72,4.9,mb,,71,9.574,0.47,us,us7000fxgp,2021-11-27T10:40:22.040Z,South Sandwich Islands region,earthquake,6.3,8.7,0.075,55,reviewed,us,us
2021-11-27T07:55:59.610Z,19.22066689,-155.4196625,2.170000076,2.61,ml,27,197,,0.370000005,hv,hv72813297,2021-11-27T08:02:28.730Z,"6 km ENE of P?hala, Hawaii",earthquake,1.91,20.2299995,0.09,4,automatic,hv,hv
2021-11-27T07:55:53.400Z,19.21533333,-155.4211667,33.68,2.77,ml,52,139,,0.12,hv,hv72813302,2021-11-29T23:31:05.680Z,"6 km ENE of P?hala, Hawaii",earthquake,0.47,0.52,0.159326782,36,reviewed,hv,hv
2021-11-27T07:35:29.560Z,41.1001667,-125.2573333,24.44,4.05,mw,50,240,0.838,0.21,nc,nc73658540,2021-12-01T00:13:11.758Z,"94km W of Trinidad, CA",earthquake,1.02,13.79,,5,reviewed,nc,nc
2021-11-27T06:18:34.790Z,59.6538,-152.6945,98.3,2.6,ml,,,,0.61,ak,ak021f7ikemf,2021-11-27T06:32:23.829Z,"50 km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-27T06:01:52.992Z,4.7268,126.268,75.18,5.2,mww,,80,2.426,0.8,us,us7000fxf8,2021-11-27T07:28:21.067Z,"116 km SE of Sarangani, Philippines",earthquake,7.9,5.8,0.075,17,reviewed,us,us
2021-11-27T05:25:15.848Z,-24.3024,-67.2565,179.59,4.7,mb,,66,1.588,0.65,us,us7000fxev,2021-11-27T05:43:19.040Z,"95 km W of San Antonio de los Cobres, Argentina",earthquake,3.7,10.3,0.184,10,reviewed,us,us
2021-11-27T05:18:46.790Z,45.306,-123.9653333,14.97,2.53,ml,30,170,0.1006,0.22,uw,uw61800711,2021-11-27T17:29:59.400Z,"11 km WNW of Beaver, Oregon",earthquake,0.37,0.86,0.134320401,7,reviewed,uw,uw
2021-11-27T05:14:10.831Z,34.1054,26.1749,21,4.4,mb,,116,1.651,0.58,us,us7000fxep,2021-11-27T07:00:15.040Z,"108 km SSE of Ierápetra, Greece",earthquake,7.4,5.9,0.091,35,reviewed,us,us
2021-11-27T05:04:52.420Z,19.18333333,-155.4776667,35.15,2.76,md,53,80,,0.1,hv,hv72813147,2021-11-30T02:38:55.130Z,"2 km S of P?hala, Hawaii",earthquake,0.44,0.55,0.125341111,21,reviewed,hv,hv
2021-11-27T04:06:05.955Z,-22.1967,-68.8298,130.89,4.5,mb,,42,0.853,0.55,us,us7000fxea,2021-11-27T04:24:48.040Z,"30 km NNE of Calama, Chile",earthquake,5.4,6.6,0.157,12,reviewed,us,us
2021-11-27T03:45:51.331Z,-6.3019,154.8132,51.02,5.4,mww,,18,3.37,0.72,us,us7000fxe4,2021-11-28T03:48:28.807Z,"74 km W of Panguna, Papua New Guinea",earthquake,7.8,6.1,0.071,19,reviewed,us,us
2021-11-27T03:41:50.321Z,31.66503586,-104.3727478,7.699755859,3,ml,18,61,0.109203544,0.3,tx,tx2021xffi,2021-11-27T03:53:56.346Z,"56 km S of Whites City, New Mexico",earthquake,1.147149076,1.554008368,0.1,7,reviewed,tx,tx
2021-11-27T02:46:37.675Z,31.66135932,-104.3727157,6.979931641,2.9,ml,16,62,0.109415217,0.3,tx,tx2021xfdn,2021-11-27T02:59:39.010Z,"57 km S of Whites City, New Mexico",earthquake,1.354580629,1.606322539,0.1,8,reviewed,tx,tx
2021-11-27T02:37:44.896Z,36.4924,70.155,219.88,4,mb,,103,0.716,1.01,us,us7000fxdp,2021-11-27T02:48:43.040Z,"28 km ESE of Farkh?r, Afghanistan",earthquake,9,6.2,0.231,5,reviewed,us,us
2021-11-27T01:46:45.875Z,-14.8791,-72.0283,107.68,4.2,mb,,123,3.64,1.03,us,us7000fxdg,2021-11-27T02:10:14.040Z,"22 km S of Cayarani, Peru",earthquake,4.9,14,0.159,11,reviewed,us,us
2021-11-27T01:44:03.031Z,-5.6743,151.4818,37.47,5.3,mww,,60,1.622,0.63,us,us7000fxdh,2021-11-27T02:01:34.040Z,"149 km E of Kimbe, Papua New Guinea",earthquake,8.2,6.9,0.078,16,reviewed,us,us
2021-11-27T00:44:35.677Z,31.61307522,-104.2595899,8.136791992,2.7,ml,43,119,0.165194191,0.3,tx,tx2021xezm,2021-11-30T16:06:01.208Z,"55 km NW of Toyah, Texas",earthquake,0.788705264,1.404043724,0.2,25,reviewed,tx,tx
2021-11-26T23:17:46.100Z,19.18266667,-155.4781667,34.88,2.82,ml,53,78,,0.11,hv,hv72812837,2021-11-30T05:46:25.040Z,"2 km S of P?hala, Hawaii",earthquake,0.42,0.51,0.145513333,23,reviewed,hv,hv
2021-11-26T23:16:24.710Z,19.181,-155.473,36.04,2.92,ml,54,86,,0.1,hv,hv72812832,2021-11-30T05:29:53.040Z,"2 km SSE of P?hala, Hawaii",earthquake,0.41,0.51,0.142176381,37,reviewed,hv,hv
2021-11-26T23:04:31.246Z,31.60963569,-104.2582193,7.288427734,3.2,ml,16,58,0.168811116,0.3,tx,tx2021xewe,2021-11-26T23:30:18.040Z,"54 km NW of Toyah, Texas",earthquake,1.49720546,1.870163597,0.1,6,reviewed,tx,tx
2021-11-26T22:24:10.568Z,31.61170232,-104.2585037,7.10847168,2.7,ml,47,70,0.166738017,0.3,tx,tx2021xeuv,2021-11-30T15:22:32.777Z,"55 km NW of Toyah, Texas",earthquake,0.847847275,1.505148776,0.2,29,reviewed,tx,tx
2021-11-26T22:01:58.580Z,18.0215,-67.9641,38,3.56,md,13,229,0.6057,0.32,pr,pr2021330012,2021-11-30T05:23:01.040Z,"77 km SE of Punta Cana, Dominican Republic",earthquake,1.98,5.66,0.06,10,reviewed,pr,pr
2021-11-26T21:57:03.635Z,59.9454,-152.539,90.2,2.6,ml,,,,0.61,ak,ak021f646uml,2021-11-26T22:44:13.040Z,"43 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-26T21:48:35.449Z,-6.6254,-75.8385,109.67,5.1,mb,,67,3.297,0.7,us,us7000fxc8,2021-11-27T15:13:06.459Z,"33 km E of Chazuta, Peru",earthquake,7.7,5.8,0.024,546,reviewed,us,us
2021-11-26T21:08:07.570Z,17.9706,-66.7883,18,2.75,md,17,162,0.091,0.14,pr,pr2021330011,2021-11-26T21:39:05.449Z,"4 km SE of Indios, Puerto Rico",earthquake,0.38,0.39,0.29,6,reviewed,pr,pr
2021-11-26T19:56:44.670Z,18.0025,-66.7285,11,2.82,md,16,140,0.1287,0.11,pr,pr2021330010,2021-11-26T20:14:48.993Z,"1 km WNW of Tallaboa, Puerto Rico",earthquake,0.35,0.34,0.09,12,reviewed,pr,pr
2021-11-26T19:29:40.808Z,54.2008,-35.059,10,4.7,mb,,71,8.904,0.53,us,us7000fxbp,2021-11-26T20:30:57.040Z,Reykjanes Ridge,earthquake,9.6,1.9,0.039,204,reviewed,us,us
2021-11-26T18:35:19.093Z,-15.0396,-173.2736,10,5.3,mb,,63,1.83,0.85,us,us7000fxbg,2021-11-27T00:14:08.968Z,"115 km NNE of Hihifo, Tonga",earthquake,10.2,1.8,0.073,64,reviewed,us,us
2021-11-26T18:33:08.550Z,-15.1046,-173.0216,10,5.3,mww,,66,1.689,1.34,us,us7000fxb8,2021-11-27T00:07:41.915Z,"125 km NE of Hihifo, Tonga",earthquake,6.6,1.8,0.098,10,reviewed,us,us
2021-11-26T18:27:52.100Z,37.4983333,-118.8551667,4.19,2.77,md,19,74,0.09385,0.04,nc,nc73658195,2021-11-26T23:41:11.422Z,"17km WSW of Toms Place, CA",earthquake,0.45,1.4,0.162,38,reviewed,nc,nc
2021-11-26T17:45:05.490Z,37.4991684,-118.8560028,3.86,2.67,md,18,144,0.09318,0.02,nc,nc73658180,2021-11-26T20:01:10.789Z,"17km WSW of Toms Place, CA",earthquake,0.3,1.24,0.2,30,automatic,nc,nc
2021-11-26T16:03:20.180Z,19.2895,-65.1528,31,3.7,md,18,309,0.9905,0.39,pr,pr2021330013,2021-11-27T08:33:30.343Z,"107 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.04,23.64,0.14,12,reviewed,pr,pr
2021-11-26T15:47:45.409Z,10.1861,126.2369,49.04,4.7,mb,,108,3.164,1.04,us,us7000fx8r,2021-11-26T16:23:54.040Z,"28 km NE of Santa Monica, Philippines",earthquake,9.1,5.7,0.075,54,reviewed,us,us
2021-11-26T15:30:39.418Z,-4.4787,125.4141,411.32,4,mb,,93,5.197,0.88,us,us7000fx8p,2021-11-26T20:42:20.040Z,Banda Sea,earthquake,12.7,10.6,0.106,24,reviewed,us,us
2021-11-26T14:50:07.267Z,11.0924,126.5123,10,4.4,mb,,84,4.102,0.43,us,us7000fx8i,2021-11-27T07:25:13.040Z,"76 km ENE of Sulangan, Philippines",earthquake,10.1,1.9,0.094,34,reviewed,us,us
2021-11-26T13:51:08.135Z,-8.164,119.618,167.45,4.3,mb,,67,2.633,0.69,us,us7000fx8a,2021-11-27T07:13:37.040Z,"47 km NW of Labuan Bajo, Indonesia",earthquake,3.4,9.5,0.16,12,reviewed,us,us
2021-11-26T13:47:26.270Z,19.14516667,-155.5031667,34.33,2.73,ml,56,143,,0.1,hv,hv72812377,2021-11-27T01:25:26.640Z,"6 km SSW of P?hala, Hawaii",earthquake,0.43,0.49,0.173238463,28,reviewed,hv,hv
2021-11-26T13:39:38.070Z,37.852,-112.5381667,7.37,2.8,ml,21,96,0.4424,0.18,uu,uu60469717,2021-11-26T16:07:36.888Z,"9 km WNW of Panguitch, Utah",earthquake,0.43,0.89,0.127,14,reviewed,uu,uu
2021-11-26T13:24:45.651Z,31.60362908,-104.2640914,6.414355469,3.4,ml,15,59,0.173701662,0.3,tx,tx2021xedc,2021-11-27T13:28:33.953Z,"55 km NW of Toyah, Texas",earthquake,1.232428199,1.882571896,0.1,7,reviewed,tx,tx
2021-11-26T12:55:01.350Z,17.9678,-66.7816,15,2.85,md,22,163,0.0979,0.23,pr,pr2021330009,2021-11-26T19:45:05.833Z,"4 km SE of Indios, Puerto Rico",earthquake,0.44,0.43,0.18,9,reviewed,pr,pr
2021-11-26T12:12:08.789Z,7.3494,-75.2675,64.94,4.3,mb,,89,1.179,0.56,us,us7000fx7u,2021-11-26T12:29:38.067Z,"15 km ENE of Valdivia, Colombia",earthquake,7.8,10.6,0.055,96,reviewed,us,us
2021-11-26T12:03:32.102Z,31.6435,-104.5979,4.49,2.6,ml,,74,0.086,0.27,us,us7000fx7r,2021-11-26T12:12:05.040Z,"62 km SSW of Whites City, New Mexico",earthquake,1.3,3,0.048,56,reviewed,us,us
2021-11-26T11:46:00.408Z,68.0478,-156.7649,0,2.5,ml,,,,1.23,ak,ak021f5y65kg,2021-11-26T12:23:27.479Z,"116 km NNE of Ambler, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-26T11:16:46.690Z,17.8923,-66.9731,12,2.78,md,14,246,0.1252,0.11,pr,pr2021330007,2021-11-26T11:30:27.675Z,"11 km SW of Guánica, Puerto Rico",earthquake,0.64,0.42,0.23,5,reviewed,pr,pr
2021-11-26T10:47:08.502Z,-23.4188,-179.7439,537.66,4,mb,,125,6.01,0.28,us,us7000fx7c,2021-12-01T09:51:44.040Z,south of the Fiji Islands,earthquake,14.8,14.2,0.126,17,reviewed,us,us
2021-11-26T09:20:00.600Z,18.2091,-67.623,4,3.17,md,10,287,0.2268,0.45,pr,pr2021330006,2021-11-26T09:44:13.140Z,"41 km WSW of Stella, Puerto Rico",earthquake,2.21,1.79,0.06,3,reviewed,pr,pr
2021-11-26T09:12:40.670Z,19.189,-155.3856667,44.87,3.16,md,29,178,,0.21,hv,hv72812152,2021-12-01T09:25:14.040Z,"9 km E of P?hala, Hawaii",earthquake,0.87,0.76,0.119036037,13,reviewed,hv,hv
2021-11-26T09:12:03.640Z,19.11116667,-155.4116667,43.49,2.53,md,32,186,,0.11,hv,hv72812147,2021-12-01T08:19:28.040Z,"12 km SE of P?hala, Hawaii",earthquake,0.61,0.66,0.14592957,13,reviewed,hv,hv
2021-11-26T08:02:08.120Z,18.6401,-68.8386,111,3.36,md,12,161,0.4743,0.18,pr,pr2021330005,2021-11-26T08:34:33.440Z,"14 km WNW of Salvaleón de Higüey, Dominican Republic",earthquake,2.6,1.33,0.53,3,reviewed,pr,pr
2021-11-26T07:36:42.397Z,-18.8404,-177.5494,598.01,4.4,mb,,72,4.317,0.65,us,us7000fx6k,2021-11-26T07:55:27.040Z,Fiji region,earthquake,15.5,11.7,0.098,30,reviewed,us,us
2021-11-26T07:33:24.900Z,17.9303,-66.9016,11,2.53,md,20,191,0.0501,0.16,pr,pr2021330004,2021-11-26T07:47:54.924Z,Puerto Rico region,earthquake,0.45,0.48,0.04,9,reviewed,pr,pr
2021-11-26T07:14:04.305Z,29.0063,142.3645,10,5.7,mww,,63,4.643,1.29,us,us7000fx6f,2021-11-27T07:19:39.642Z,"Izu Islands, Japan region",earthquake,8.6,1.8,0.08,15,reviewed,us,us
2021-11-26T05:28:29.580Z,37.4985008,-118.8521652,4.41,2.96,ml,20,114,0.1206,0.04,nc,nc73657915,2021-11-27T02:37:08.658Z,"17km WSW of Toms Place, CA",earthquake,0.32,1.7,0.346,27,automatic,nc,nc
2021-11-26T04:13:21.603Z,-21.4277,174.4767,520.5,5.8,mww,,38,4.978,0.87,us,us7000fx5p,2021-11-26T04:31:43.040Z,Vanuatu region,earthquake,9.5,6.6,0.066,22,reviewed,us,us
2021-11-26T03:20:30.295Z,6.8674,-72.9964,152.33,4.4,mb,,35,0.972,1.28,us,us7000fx5d,2021-11-26T03:34:44.040Z,northern Colombia,earthquake,8.2,7.8,0.093,33,reviewed,us,us
2021-11-26T03:05:39.120Z,19.20733333,-155.4046667,33.08,2.92,ml,56,154,,0.12,hv,hv72811887,2021-11-26T22:20:46.280Z,"7 km E of P?hala, Hawaii",earthquake,0.44,0.49,0.199541392,40,reviewed,hv,hv
2021-11-26T03:00:25.280Z,18.614,-68.8171,113,3.96,md,15,173,0.447,0.22,pr,pr2021330001,2021-11-26T04:50:37.773Z,"11 km W of Salvaleón de Higüey, Dominican Republic",earthquake,3.05,1.73,0.07,6,reviewed,pr,pr
2021-11-26T02:16:25.820Z,61.2354,-146.822,14.3,2.8,ml,,,,0.74,ak,ak021f5smvlu,2021-11-26T02:28:03.040Z,"28 km WNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-26T01:33:53.884Z,-18.5897,-177.6803,627.6,4.4,mb,,148,4.142,0.7,us,us6000g87n,2021-12-02T02:15:53.040Z,Fiji region,earthquake,13.3,7.9,0.17,13,reviewed,us,us
2021-11-26T01:12:24.150Z,18.1978,-68.1653,78,3.5,md,15,169,0.3829,0.29,pr,pr2021330000,2021-11-26T01:45:46.860Z,"49 km SSE of Punta Cana, Dominican Republic",earthquake,1.87,1.38,0.09,5,reviewed,pr,pr
2021-11-25T23:45:41.750Z,22.81,93.5248,42.45,6.2,mww,,21,3.842,0.83,us,us7000fx45,2021-12-01T21:58:17.864Z,"19 km SW of Falam, Myanmar",earthquake,8.3,3.8,0.08,15,reviewed,us,us
2021-11-25T22:50:10.374Z,30.2838,-113.7523,10,4.5,mb,,147,1.208,0.56,us,us7000fx3w,2021-11-26T01:16:21.040Z,"110 km WNW of La Libertad, Mexico",earthquake,6.4,2,0.046,143,reviewed,us,us
2021-11-25T21:57:10.780Z,37.4981651,-118.8529968,4.36,2.85,ml,25,74,0.09365,0.05,nc,nc73657750,2021-11-26T05:49:53.404Z,"17km WSW of Toms Place, CA",earthquake,0.37,1.3,0.343,25,automatic,nc,nc
2021-11-25T21:42:38.742Z,-29.5322,-179.1727,344.93,4.4,mb,,96,1.125,1.21,us,us7000fx3l,2021-11-27T23:34:54.040Z,Kermadec Islands region,earthquake,8.3,6.9,0.092,34,reviewed,us,us
2021-11-25T20:42:15.147Z,29.8519,-113.8255,10,4.4,mb,,199,1.476,0.67,us,us7000fx39,2021-11-25T21:22:17.040Z,"109 km W of La Libertad, Mexico",earthquake,7.4,1.9,0.092,36,reviewed,us,us
2021-11-25T20:22:49.208Z,-6.1122,149.1116,64.2,4.5,mb,,55,3.589,1.21,us,us7000fx37,2021-12-01T22:02:36.040Z,"49 km WNW of Kandrian, Papua New Guinea",earthquake,11.4,6.4,0.089,40,reviewed,us,us
2021-11-25T19:01:30.172Z,15.6072,-96.6106,10,4.3,mb,,131,2.701,0.81,us,us7000fx2y,2021-11-30T23:40:21.170Z,"14 km WSW of Puerto Ángel, Mexico",earthquake,8.5,1.9,0.056,94,reviewed,us,us
2021-11-25T18:50:08.560Z,19.057,-66.4006,46,3.36,md,10,324,0.594,0.14,pr,pr2021329012,2021-11-25T19:31:44.351Z,"65 km N of Brenas, Puerto Rico",earthquake,1.47,2.84,0.04,4,reviewed,pr,pr
2021-11-25T17:34:15.750Z,19.1171,-66.4108,29,3.34,md,19,251,0.6509,0.33,pr,pr2021329011,2021-11-30T22:38:17.040Z,"72 km N of Brenas, Puerto Rico",earthquake,1.2,9.02,0.09,13,reviewed,pr,pr
2021-11-25T17:31:50.693Z,-10.7481,166.3259,36.02,4.3,mb,,151,4.748,1.2,us,us6000g7y7,2021-11-30T22:34:51.040Z,"57 km E of Lata, Solomon Islands",earthquake,13.1,11.1,0.265,4,reviewed,us,us
2021-11-25T17:10:47.408Z,3.9958,126.5568,72.32,4.3,mb,,134,3.205,0.68,us,us6000g7y6,2021-11-30T22:22:52.040Z,"197 km SE of Sarangani, Philippines",earthquake,5.6,8.5,0.126,18,reviewed,us,us
2021-11-25T16:49:32.041Z,51.0334,175.1081,10,3.2,ml,,259,1.81,0.44,us,us7000fx2g,2021-11-25T21:15:49.040Z,"241 km SSE of Attu Station, Alaska",earthquake,8.2,2,0.097,14,reviewed,us,us
2021-11-25T16:23:15.120Z,17.9513,-66.8351,14,2.53,md,8,209,0.0501,0.2,pr,pr2021329010,2021-11-25T16:33:00.344Z,"5 km SSW of Indios, Puerto Rico",earthquake,1.06,0.79,0.35,5,reviewed,pr,pr
2021-11-25T14:15:22.954Z,-10.3806,166.7108,36.29,4.4,mb,,91,5.058,0.54,us,us7000fx0s,2021-11-25T17:39:14.040Z,"107 km ENE of Lata, Solomon Islands",earthquake,10.2,9.1,0.13,18,reviewed,us,us
2021-11-25T14:06:53.042Z,-17.9411,-178.3796,615.06,4.4,mb,,90,3.403,0.96,us,us7000fx0n,2021-11-25T14:26:36.040Z,"244 km E of Levuka, Fiji",earthquake,12.2,9.3,0.041,172,reviewed,us,us
2021-11-25T14:06:42.950Z,19.32466667,-155.2016667,6.55,3.49,ml,48,114,,0.1,hv,hv72811222,2021-11-27T17:25:10.793Z,"13 km SSE of Volcano, Hawaii",earthquake,0.22,0.3,0.156499199,39,reviewed,hv,hv
2021-11-25T13:44:25.614Z,-10.9818,166.2622,58.38,4.7,mb,,76,4.532,1.04,us,us7000fx0g,2021-12-01T21:51:53.338Z,"58 km ESE of Lata, Solomon Islands",earthquake,9.1,6.8,0.11,26,reviewed,us,us
2021-11-25T12:39:43.439Z,-10.8856,166.5019,29.37,4.9,mb,,122,4.585,1.07,us,us7000fx0q,2021-11-26T13:03:35.040Z,"79 km ESE of Lata, Solomon Islands",earthquake,11.4,6.6,0.106,28,reviewed,us,us
2021-11-25T12:04:10.050Z,-10.7464,166.4849,39.91,6,mww,,42,4.724,1.2,us,us7000fwzz,2021-12-01T21:54:14.913Z,"75 km E of Lata, Solomon Islands",earthquake,8.5,6.6,0.098,10,reviewed,us,us
2021-11-25T10:54:38.410Z,19.22516667,-155.4161667,33.94,2.72,ml,56,136,,0.13,hv,hv72811042,2021-11-27T02:13:11.730Z,"7 km ENE of P?hala, Hawaii",earthquake,0.44,0.48,0.204773562,30,reviewed,hv,hv
2021-11-25T10:22:13.150Z,17.9611,-66.7883,16,3.12,md,26,166,0.092,0.2,pr,pr2021329009,2021-11-25T12:57:11.113Z,"4 km SE of Indios, Puerto Rico",earthquake,0.38,0.37,0.15,10,reviewed,pr,pr
2021-11-25T10:10:05.490Z,40.2540016,-124.1473312,11.82,2.68,md,14,113,0.0187,0.07,nc,nc73657510,2021-11-25T16:47:23.943Z,"14km SE of Petrolia, CA",earthquake,0.37,0.58,0.12,11,automatic,nc,nc
2021-11-25T08:10:08.360Z,17.96,-67.0298,6,2.68,md,24,204,0.0172,0.13,pr,pr2021329007,2021-11-25T08:53:32.580Z,"2 km SE of La Parguera, Puerto Rico",earthquake,0.39,0.17,0.08,5,reviewed,pr,pr
2021-11-25T06:55:13.188Z,-6.295,128.4381,336.34,4.3,mb,,82,3.296,0.49,us,us7000fwyy,2021-11-25T07:15:05.040Z,"288 km S of Ambon, Indonesia",earthquake,7.5,11.8,0.129,17,reviewed,us,us
2021-11-25T04:56:47.970Z,17.9268,-66.9036,11,2.88,md,26,192,0.0541,0.19,pr,pr2021329004,2021-11-25T05:24:54.874Z,"4 km S of Guánica, Puerto Rico",earthquake,0.43,0.37,0.19,10,reviewed,pr,pr
2021-11-25T04:31:08.810Z,17.9026,-67.1441,3,2.61,md,16,254,0.1094,0.13,pr,pr2021329003,2021-11-25T05:02:06.306Z,"9 km SSE of Pole Ojea, Puerto Rico",earthquake,0.39,0.31,0.12,4,reviewed,pr,pr
2021-11-25T04:25:08.880Z,18.1433,-68.0785,88,3.7,md,29,176,0.4786,0.44,pr,pr2021329002,2021-11-29T04:17:59.040Z,"59 km SE of Punta Cana, Dominican Republic",earthquake,2.41,1.6,0.14,19,reviewed,pr,pr
2021-11-25T03:56:01.601Z,3.2634,124.1113,381.25,4.7,mb,,62,3.954,0.8,us,us7000fwxt,2021-11-29T04:05:11.040Z,"213 km NNW of Manado, Indonesia",earthquake,7.9,6.1,0.052,110,reviewed,us,us
2021-11-25T03:24:27.097Z,-57.9577,-25.7053,54.37,5,mb,,49,10.101,0.89,us,us7000fwxn,2021-11-29T03:31:00.040Z,,earthquake,10.5,5.3,0.072,61,reviewed,us,us
2021-11-25T03:18:30.824Z,-32.7207,-70.1827,113.17,4,mb,,109,0.313,0.44,us,us7000fwxm,2021-11-29T03:14:45.040Z,"40 km ENE of Los Andes, Chile",earthquake,2.7,8.1,0.298,3,reviewed,us,us
2021-11-25T02:54:58.233Z,-12.0654,-75.3961,89.25,4.1,mb,,111,1.416,0.95,us,us7000fwxh,2021-11-29T00:23:42.040Z,"4 km SSW of Chambara, Peru",earthquake,6.7,10.1,0.175,9,reviewed,us,us
2021-11-25T02:45:39.360Z,18.184,-67.5521,6,2.58,md,11,269,0.2133,0.24,pr,pr2021329001,2021-11-25T03:12:22.187Z,"35 km WSW of Stella, Puerto Rico",earthquake,1.6,1.29,0.15,3,reviewed,pr,pr
2021-11-25T01:56:20.080Z,18.2595,-66.1065,19,2.67,md,16,84,0.0545,0.2,pr,pr2021329000,2021-11-25T02:37:02.643Z,"0 km NW of Aguas Buenas, Puerto Rico",earthquake,0.42,0.34,0.14,3,reviewed,pr,pr
2021-11-25T01:53:34.360Z,62.0534,-148.4569,13.5,2.8,ml,,,,0.87,ak,ak021f44q1pb,2021-11-28T23:59:15.040Z,"28 km N of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-25T01:36:52.200Z,14.8942,52.3565,10,4.5,mb,,159,9.844,0.91,us,us7000fwxc,2021-11-28T23:28:54.040Z,"146 km S of Al Ghayz?ah, Yemen",earthquake,13.2,1.9,0.11,24,reviewed,us,us
2021-11-25T01:25:11.090Z,14.7334,52.2659,10,4.6,mb,,98,9.71,0.89,us,us7000fwx3,2021-11-28T23:21:59.040Z,"163 km S of Al Ghayz?ah, Yemen",earthquake,11.1,1.9,0.105,27,reviewed,us,us
